168,"告白（v）
",168
169,"年（クリンゴン）（n）
",169
170,"有罪（v）
",170
171,"連合、組織（n）
",171
172,"連邦戦艦（n）
",172
173,"速度（n）
",173
174,"失礼（v）
",174
175,"事（n）
",175
176,"愚かで愚かな（v）
",176
177,"無条件降伏（n）
",177
178,"（v）から離れる、離れる、離れる
",178
179,"印象的（v）
",179
180,"エンティティ（n）
",180
181,"ラダン（粗ジリチウム結晶）（n）
",181
182,"平行になり、（v）に平行になる
",182
183,"サイド（n）
",183
184,"オレンジ、赤（v）
",184
185,"クレーム（テリトリー）（v）
",185
186,"護衛（v）
",186
187,"ターゲット（n）
",187
188,"ステータス（n）
",188
189,"疲れる（v）
",189
190,"トロイウス（n）
",190
191,"幸運に、幸運に（v）
",191
192,"幸運にも、幸運（adv）
",192
193,"戻る（本体の）（n）
",193
194,"改善（v）
",194
195,"ミックス（v）
",195
196,"警戒する（v）
",196
197,"可能（v）
",197
198,"可能性、オプション（n）
",198
199,"本能（n）
",199
200,"船、船（n）
",200
201,"仮眠（v）
",201
202,"素晴らしい、素晴らしい（v）
",202
203,"上記の面積、面積のオーバーヘッド（n）
",203
204,"戦略（n）
",204
205,"スタブ（v）
",205
206,"魚雷発射管（n）
",206
207,"学校（n）
",207
208,"アドバンス（v）
",208
209,"エージェント、使者（n）
",209
210,"欠陥がある（v）
",210
211,"欠陥（n）
",211
212,"ファーム（n）
",212
213,"うがい（v）
",213
214,"彼、彼女、彼、彼女（プロ）
",214
215,"持っている、持っている（v）
",215
216,"または、（結合する名詞）（conj）のいずれかまたは両方
",216
217,"貢献する（v）
",217
218,"外交を行う（v）
",218
219,"外交（n）
",219
220,"蛇、虫（n）
",220
221,"外交官（n）
",221
222,"支配する（v）
",222
223,"荒い（v）
",223
224,"深夜のおやつ（n）
",224
225,"同意（v）
",225
226,"鼻（n）
",226
227,"ネックレス（n）
",227
228,"散らかった、ずさんな（v）
",228
229,"怖がらせる（v）
",229
230,"亡命（v）
",230
231,"軍法会議（v）
",231
232,"休暇、休暇を取る（v）
",232
233,"下降（v）
",233
234,"原稿（n）
",234
235,"書き込み（v）
",235
236,"円（n）
",236
237,"倫理（n）
",237
238,"no（質問への回答）（除外）
",238
239,"宛先（n）
",239
240,"スタッフ（v）
",240
241,"音声（n）
",241
242,"議論、論争（v）
",242
243,"学ぶ（v）
",243
244,"教える、教える（v）
",244
245,"学生（n）
",245
246,"敵、敵（n）
",246
247,"グループ、パーティー（n）
",247
248,"会う、出会う、集まる、ランデブー（v）
",248
249,"散布、分散（v）
",249
250,"群衆（n）
",250
251,"悪用（n）
",251
252,"虐待（v）
",252
253,"手（n）
",253
254,"小惑星（n）
",254
255,"スパイ（v）
",255
256,"スパイ（n）
",256
257,"休憩（v）
",257
258,"（惑星の）表面（n）
",258
259,"いつ？ （質問）
",259
260,"アプローチ、離れ、進む、来る、従う（コース）（v）
",260
261,"推力（v）
",261
262,"人（人型）（n）
",262
263,"認識（v）
",263
264,"踏む（v）
",264
265,"サブライト速度（n）
",265
266,"赤ちゃん（n）
",266
267,"アラート（n）
",267
268,"（v）の準備、警告
",268
269,"警告、警告（v）
",269
270,"アラーム（n）
",270
271,"アラーム、アラームを鳴らす（v）
",271
272,"プログラム（コンピューター）（v）
",272
273,"お腹がすいた（v）
",273
274,"飲み込む（v）
",274
275,"増加（v）
",275
276,"準備ができて、準備ができている（起動する）（v）
",276
277,"状況（n）
",277
278,"滑らかに（v）
",278
279,"データ送受信デバイス（n）
",279
280,"開発される（例：文明）（v）
",280
281,"研究（v）
",281
282,"笑う（v）
",282
283,"恐怖（v）
",283
284,"ソース（n）
",284
285,"ナセル（n）
",285
286,"事項（n）
",286
287,"手術（n）
",287
288,"サッカリン（n）
",288
289,"信じる（v）
",289
290,"視覚表示（n）
",290
291,"違法である（v）
",291
292,"温度（n）
",292
293,"国、田舎（n）
",293
294,"逃げろ（v）
",294
295,"決闘（v）
",295
296,"さあ、行こう（除外）
",296
297,"動物（n）
",297
298,"コース、ルート（n）
",298
299,"意図する、意味する（v）
",299
300,"リトリート（v）
",300
301,"並列コース（n）
",301
302,"死ぬ（v）
",302
303,"致命的である（v）
",303
304,"エッジ（n）
",304
305,"ロブ（v）
",305
306,"誇りに思う（v）
",306
307,"従う（v）
",307
308,"薬（n）
",308
309,"犯罪を犯す（v）
",309
310,"犯罪（n）
",310
311,"犯罪者（n）
",311
312,"受信（v）
",312
313,"臭い、臭いを発する（v）
",313
314,"悪臭（v）
",314
315,"拳銃（n）
",315
316,"エアロック（n）
",316
317,"メニュー（n）
",317
318,"汚い戦い（v）
",318
319,"はい、true（はい/いいえの質問への回答）（除外）
",319
320,"均一（n）
",320
321,"酒（n）
",321
322,"はい、true（はい/いいえの質問への回答）（除外）
",322
323,"攻撃（v）
",323
324,"ガラス（タンブラー）（n）
",324
325,"独裁者（n）
",325
326,"独裁（n）
",326
327,"あくび（v）
",327
328,"みんな、すべて、すべて（n）
",328
329,"キャプテン（n）
",329
330,"週（クリンゴン）（n）
",330
331,"殺す（v）
",331
332,"自殺（v）
",332
333,"用心する（v）
",333
334,"言語（n）
",334
335,"骨（n）
",335
336,"疑い（v）
",336
337,"インパルスパワー（n）
",337
338,"遠く離れている（v）
",338
339,"遠征（n）
",339
340,"トリコーダー（n）
",340
341,"強くなる（v）
",341
342,"強さ、エネルギー、力（n）
",342
343,"エネルギー場（n）
",343
344,"エネルギーの存在（n）
",344
345,"強力になる（v）
",345
346,"タッチ、フィール（v）
",346
347,"プロジェクト、（画面）（v）に配置
",347
348,"スキャン（v）
",348
349,"スキャナー（n）
",349
350,"スター（n）
",350
351,"星系（n）
",351
352,"祝福（v）
",352
353,"賞賛（v）
",353
354,"歯（n）
",354
355,"歯痛（n）
",355
356,"動物園（n）
",356
357,"守る（v）
",357
358,"防衛（n）
",358
359,"お金（n）
",359
360,"山、丘（n）
",360
361,"喉（n）
",361
362,"奇妙な（v）
",362
363,"チャージ（up）（v）
",363
364,"粘着性がある（v）
",364
365,"人間（n）
",365
366,"セキュリティ（n）
",366
367,"罰する（v）
",367
368,"トランザクション（v）
",368
369,"外（n）
",369
370,"暗くなる（v）
",370
371,"漬物（きゅうり）（n）
",371
372,"ハング（v）
",372
373,"9（数字）
",373
374,"9番目（数値）
",374
375,"遮られずに明確に（v）
",375
376,"眉毛（n）
",376
377,"日前（n）
",377
378,"起きる（v）
",378
379,"サーブ（食品）（v）
",379
380,"データ伝送（n）
",380
381,"叫ぶ、叫ぶ、叫ぶ、叫ぶ（v）
",381
382,"敵（n）
",382
383,"行く（v）
",383
384,"日（夜明けから夜明けまで）（n）
",384
385,"夜明け（n）
",385
386,"デバイス（n）
",386
387,"回答、返信（v）
",387
388,"太字（v）
",388
389,"月（クリンゴン）（n）
",389
390,"舌（n）
",390
391,"話す（v）
",391
392,"6（数字）
",392
393,"6番目（数字）
",393
394,"チャット（v）
",394
395,"ロード（n）
",395
396,"伝える、報告する（v）
",396
397,"話し合い、授与（v）
",397
398,"また、および（結合名詞）（conj）
",398
399,"変装（v）
",399
400,"降伏、あきらめる（v）
",400
401,"ぼんやりする（v）
",401
402,"鋭くする（v）
",402
403,"高くなる（v）
",403
404,"自信がある（v）
",404
405,"参加（v）
",405
406,"嵐（v）
",406
407,"敗北（v）
",407
408,"購入、購入（v）
",408
409,"フィード（他の誰か）（v）
",409
410,"髪の毛（頭）（n）
",410
411,"私、私（プロ）
",411
412,"表示画面（n）
",412
413,"協力する（v）
",413
414,"隣人（n）
",414
415,"プロジェクト（n）
",415
416,"ペナルティ（n）
",416
417,"無知である（v）
",417
418,"リソース（n）
",418
419,"有害である（v）
",419
420,"しゃがむ（v）
",420
421,"ロード（n）
",421
422,"（n）の間の領域
",422
423,"領事（n）
",423
424,"ビーム（搭乗）（v）
",424
425,"トランスポートビーム（n）
",425
426,"輸送室（n）
",426
427,"トランスポーターイオナイザーユニット（n）
",427
428,"キャプチャ（v）
",428
429,"エンジン（n）
",429
430,"エンジニア（n）
",430
431,"フラップ、フラッター、ウェーブ（v）
",431
432,"または、および/または（結合名詞）（conj）
",432
433,"フラグ（n）
",433
434,"爆発（v）
",434
435,"爆発物（n）
",435
436,"ゴシップ（v）
",436
437,"噂、ゴシップ（n）
",437
438,"落ち着いて（v）
",438
439,"不安になる（v）
",439
440,"降ろす（v）
",440
441,"拷問（v）
",441
442,"機械（n）
",442
443,"不滅（v）
",443
444,"死ぬ（v）
",444
445,"ホーム（n）
",445
446,"奇数（v）
",446
447,"回避、回避行動をとる（v）
",447
448,"友達（n）
",448
449,"追い越し、合格（v）
",449
450,"測定（v）
",450
451,"データを送信する（ある場所から）（v）
",451
452,"誇張する（v）
",452
453,"読む（v）
",453
454,"能力（n）
",454
455,"受け入れる（v）
",455
456,"受け入れ（n）
",456
457,"宗教（n）
",457
458,"汚い（v）
",458
459,"汚れ（n）
",459
460,"場所（v）
",460
461,"薄くなる（v）
",461
462,"発射、通電（例：スラスタ）（v）
",462
463,"臭い、感覚臭（v）
",463
464,"工場（n）
",464
465,"多い（v）
",465
466,"約束（v）
",466
467,"司令官（n）
",467
468,"（v）を参照
",468
469,"維持（v）
",469
470,"メンテナンス（n）
",470
471,"出て行け（v）
",471
472,"ローミング、旅行、ローブ（v）
",472
473,"旅行、航海（n）
",473
474,"ローバー（文法用語）（n）
",474
475,"スイッチ（n）
",475
476,"今から数日（n）
",476
477,"休息、リラックス（v）
",477
478,"陸上休暇（n）
",478
479,"硬く（岩のように）（v）
",479
480,"特別な、例外的な（v）
",480
481,"乗る（v）
",481
482,"紹介（v）
",482
483,"忘れる（v）
",483
484,"パニック（v）
",484
485,"スパイ（n）
",485
486,"プロデュース（v）
",486
487,"切り上げ（v）
",487
488,"調整（v）
",488
489,"彗星（n）
",489
490,"役に立つ（v）
",490
491,"データを（場所に）送信する（v）
",491
492,"従う（v）
",492
493,"不従順（v）
",493
494,"口ひげ（n）
",494
495,"男性、男性（n）
",495
496,"少年（n）
",496
497,"夫（n）
",497
498,"兄弟（n）
",498
499,"スペース（n）
",499
500,"管理（v）
",500
501,"管理（n）
",501
502,"すべてなくなる（v）
",502
503,"ドア、ゲート（n）
",503
504,"姿勢制御スラスタ（n）
",504
505,"死体（n）
",505
506,"放棄（v）
",506
507,"祝う（v）
",507
508,"少し、少し（adv）
",508
509,"4（数字）
",509
510,"待つ（for）（v）
",510
511,"4番目（数値）
",511
512,"quadrotriticale（n）
",512
513,"大災害（n）
",513
514,"反乱軍（v）
",514
515,"反乱軍（n）
",515
516,"推測（v）
",516
517,"使用（v）
",517
518,"価値がある（v）
",518
519,"価値がない（v）
",519
520,"機器、ギア（n）
",520
521,"正しい、正しい（v）
",521
522,"ヤンク（v）
",522
523,"失敗（v）
",523
524,"避難（n）
",524
525,"延期、先延ばし（v）
",525
526,"秒（時間）（n）
",526
527,"輸送（v）
",527
528,"はい、大丈夫、私は（除外）
",528
529,"瞳孔（目の）（n）
",529
530,"伝統（n）
",530
531,"ストーリー（n）
",531
532,"プリミティブ（v）
",532
533,"はい、大丈夫、私は（除外）
",533
534,"条約（n）
",534
535,"小さくなります（v）
",535
536,"裏切り（v）
",536
537,"裏切り者（n）
",537
538,"ten（数値形成要素）（num）
",538
539,"私たち、私たち（プロ）
",539
540,"良い（満足度を表す）（除外）
",540
541,"よくやった、非常に良い（除外）
",541
542,"ビジネス（n）
",542
543,"兵士（n）
",543
544,"軍隊（n）
",544
545,"宣言（v）
",545
546,"月（n）
",546
547,"優先（v）
",547
548,"月光（n）
",548
549,"砲手（n）
",549
550,"ペーパークリップ（n）
",550
551,"不快（v）
",551
552,"狂おう（v）
",552
553,"公平である（v）
",553
554,"バトル（n）
",554
555,"バトルクルーザー（n）
",555
556,"バトルアレイ（n）
",556
557,"対応する（v）
",557
558,"ゲスト（n）
",558
559,"貿易（v）
",559
560,"昼食（n）
",560
561,"（船の）橋（n）
",561
562,"カタログ（n）
",562
563,"プラスチック（n）
",563
564,"理由（n）
",564
565,"理由（v）
",565
566,"燃やす（v）
",566
567,"驚き（v）
",567
568,"停止、停止（v）
",568
569,"セクター、ゾーン（n）
",569
570,"コロニー（n）
",570
571,"悪である（v）
",571
572,"遅延（v）
",572
573,"目（n）
",573
574,"金持ちになる（v）
",574
575,"機械（n）
",575
576,"チェーン（n）
",576
577,"混同される、混同（v）
",577
578,"混乱（n）
",578
579,"混乱させる（v）
",579
580,"ヘルメット（n）
",580
581,"自慢（v）
",581
582,"数（n）
",582
583,"一人でいる（v）
",583
584,"上司（n）
",584
585,"急いで（v）
",585
586,"イライラする（v）
",586
587,"い（v）
",587
588,"プレフィックス（n）
",588
589,"になる（v）
",589
590,"接尾辞（n）
",590
591,"埋める（v）
",591
592,"墓（n）
",592
593,"（場所の）首都（n）
",593
594,"ネック（n）
",594
595,"襟（n）
",595
596,"ローブ（n）
",596
597,"球体（n）
",597
598,"妥協（v）
",598
599,"いつものように（v）
",599
600,"珍しい（v）
",600
601,"パチンコ（n）
",601
602,"ケージ（n）
",602
603,"合法であること（v）
",603
604,"プレゼント（v）
",604
605,"プレゼンテーション（n）
",605
606,"雰囲気（n）
",606
607,"翻訳（v）
",607
608,"ムガト（n）
",608
609,"翻訳者（n）
",609
610,"実行、死刑（v）
",610
611,"間違っている（v）
",611
612,"頑固である（v）
",612
613,"起源（n）
",613
614,"衝撃、ストライク（v）
",614
615,"嫌い、嫌い（v）
",615
616,"利己的である（v）
",616
617,"種（n）
",617
618,"参加（v）
",618
619,"単語（n）
",619
620,"辞書（n）
",620
621,"語彙（n）
",621
622,"文（n）
",622
623,"計画（v）
",623
624,"頭（n）
",624
625,"ここ、ここ（n）
",625
626,"岩、石（n）
",626
627,"夢（v）
",627
628,"シンプルに（v）
",628
629,"表示（v）
",629
630,"悪意がある（v）
",630
631,"紙（n）
",631
632,"飛行隊（n）
",632
633,"アクセス（v）
",633
634,"結婚する（妻がこれを行う）（v）
",634
635,"コース、料理（食事時）（n）
",635
636,"横方向に、横方向に移動（v）
",636
637,"兵士（n）
",637
638,"ただ、ただ、ただ（adv）
",638
639,"欲しい（v）
",639
640,"ニュートラルゾーン（n）
",640
641,"探す、探す、探す（v）
",641
642,"今から数年（n）
",642
643,"嘘、fib（v）
",643
644,"that（前のトピック）（pro）
",644
645,"万
",645
646,"ヨーマン（n）
",646
647,"同一である（v）
",647
648,"弾薬（n）
",648
649,"試行、試行（v）
",649
650,"右（横）（n）
",650
651,"盗む（v）
",651
652,"泥棒（n）
",652
653,"漏れ（v）
",653
654,"燃料（n）
",654
655,"朝食（n）
",655
656,"妨害、干渉（v）
",656
657,"指（n）
",657
658,"優れている（v）
",658
659,"パジャマ（n）
",659
660,"長く、長い（期間）（v）
",660
661,"ギフト（n）
",661
662,"与える（v）
",662
663,"センサー（n）
",663
664,"報復（v）
",664
665,"身もだえ（v）
",665
666,"裁判官、推定（v）
",666
667,"貸す（v）
",667
668,"葬儀（n）
",668
669,"高速、迅速（adv）
",669
670,"腐る（v）
",670
671,"情熱的（v）
",671
672,"省略（v）
",672
673,"消臭剤（n）
",673
674,"決して（adv）
",674
675,"外国人、外国人（n）
",675
676,"外国人、エイリアン（v）
",676
677,"有名に、よく知られている（v）
",677
678,"先祖（n）
",678
679,"疑わしい（v）
",679
680,"前任者（n）
",680
681,"ward病者（n）
",681
682,"調べる（v）
",682
683,"社会（n）
",683
684,"武器（n）
",684
685,"小型武器（n）
",685
686,"口（n）
",686
687,"プロモート（v）
",687
688,"先行（v）
",688
689,"減少（v）
",689
690,"ニューラル（n）
",690
691,"ニューラル（n）
",691
692,"何？ （質問）
",692
693,"どこ？ （質問）
",693
694,"なんでしょう？ （あいさつ）（除外）
",694
695,"迷惑、わざわざ（v）
",695
696,"尊厳（n）
",696
697,"rid笑（v）
",697
698,"人（人型）（n）
",698
699,"消える、消える（v）
",699
700,"討論（v）
",700
701,"住民（n）
",701
702,"サポート（軍事用語）（n）
",702
703,"含む（内部にある）（v）
",703
704,"火薬（n）
",704
705,"作家のけいれん（n）
",705
706,"偽造、偽造、偽造（v）
",706
707,"谷（n）
",707
708,"簡単に（v）
",708
709,"送信（v）
",709
710,"感染（v）
",710
711,"森、森（n）
",711
712,"湖（n）
",712
713,"オーバーライド（v）
",713
714,"理論（n）
",714
715,"販売（v）
",715
716,"奪う（v）
",716
717,"あえて（v）
",717
718,"腐敗する（v）
",718
719,"借りる（v）
",719
720,"パトロール（v）
",720
721,"事実（n）
",721
722,"塗抹標本（v）
",722
723,"落ち着かない（v）
",723
724,"実験（n）
",724
725,"実験（v）
",725
726,"コード（n）
",726
727,"目標（n）
",727
728,"チート（v）
",728
729,"ディゾルブ（v）
",729
730,"狂信的（v）
",730
731,"責任を負う（v）
",731
732,"古い（新しいではない）（v）
",732
733,"ケープ（衣類）（n）
",733
734,"識別する（v）
",734
735,"フォロー（ルール）（v）
",735
736,"文法（n）
",736
737,"なし、なし（n）
",737
738,"または、どちらかまたは両方の（結合文）（conj）
",738
739,"ゼロ（num）
",739
740,"ガウン（n）
",740
741,"辞任（v）
",741
742,"本（n）
",742
743,"教え（n）
",743
744,"嫌い（v）
",744
745,"（v）のような
",745
746,"靴下（n）
",746
747,"システム（n）
",747
748,"緊急である（v）
",748
749,"到着（v）
",749
750,"衝突（v）
",750
751,"後悔（v）
",751
752,"突然（adv）
",752
753,"部屋（n）
",753
754,"あそこ、あそこ、周り（n）
",754
755,"雪（v）
",755
756,"何か秘密にする（v）
",756
757,"シークレット（n）
",757
758,"取り壊す（v）
",758
759,"昼間（n）
",759
760,"正午（n）
",760
761,"魚雷（n）
",761
762,"上げる（v）
",762
763,"ラベル（n）
",763
764,"ラベル（v）
",764
765,"酸（n）
",765
766,"カット（v）
",766
767,"非難（v）
",767
768,"障害、非難（n）
",768
769,"遺跡（n）
",769
770,"期待する（v）
",770
771,"疑わしい（v）
",771
772,"しばしば（adv）
",772
773,"異なる（v）
",773
774,"ボス（n）
",774
775,"背骨（n）
",775
776,"クリンゴン書記体系（n）
",776
777,"完了（除外）
",777
778,"健康であること（v）
",778
779,"ワープドライブ（n）
",779
780,"ワープ係数（n）
",780
781,"太る（v）
",781
782,"朝（n）
",782
783,"髪の毛（体）（n）
",783
784,"植物（v）
",784
785,"切り取られる（v）
",785
786,"グローブ（n）
",786
787,"期間（n）
",787
788,"時間（v）
",788
789,"分析（n）
",789
790,"分析（v）
",790
791,"保持、保存（v）
",791
792,"赤痢（n）
",792
793,"説得、説得（v）
",793
794,"名前（n）
",794
795,"名前、呼び出し（v）
",795
796,"消化不良（n）
",796
797,"要求、要求（v）
",797
798,"ボディ（n）
",798
799,"オープン、オープン（v）
",799
800,"左（横）（n）
",800
801,"オープン（v）
",801
802,"結果的なもの、重要なもの（n）
",802
803,"午後（n）
",803
804,"優れている（v）
",804
805,"熟練した、熟練した（v）
",805
806,"沸騰（v）
",806
807,"トイレ（n）
",807
808,"洗面所（n）
",808
809,"カス（n）
",809
810,"土地（n）
",810
811,"弱くなる（v）
",811
812,"弱体化（v）
",812
813,"弱体化（n）
",813
814,"告発（n）
",814
815,"告発（v）
",815
816,"落下（v）
",816
817,"慈悲（n）
",817
818,"完璧で正確であること（v）
",818
819,"キック（v）
",819
820,"子、子（n）
",820
821,"娘（n）
",821
822,"息子（n）
",822
823,"うんざり（v）
",823
824,"少数、数個、一握り（v）
",824
825,"照準器（照準器付き）（v）
",825
826,"飛ぶ（v）
",826
827,"大破（v）
",827
828,"ノバ（n）
",828
829,"フェイザー（n）
",829
830,"フェイザーライフル（n）
",830
831,"フェイザークルー（n）
",831
832,"フェイザーバンク（n）
",832
833,"フェイザーピストル（n）
",833
834,"悪い（v）
",834
835,"顔（n）
",835
836,"建物、構造（n）
",836
837,"割り込み（v）
",837
838,"先生（n）
",838
839,"破損する（v）
",839
840,"破損（v）
",840
841,"足（n）
",841
842,"囚人（n）
",842
843,"老いている（若くない）（v）
",843
844,"主張する（v）
",844
845,"起こる、起こる（v）
",845
846,"ラップ（v）
",846
847,"どうして？ （質問）
",847
848,"覚えている（v）
",848
849,"メモリバンク（n）
",849
850,"思い出させる（v）
",850
851,"問題になる、面倒になる（v）
",851
852,"創世記（n）
",852
853,"アイデア（n）
",853
854,"空ける（v）
",854
855,"再送（v）
",855
856,"卑劣な、平均（v）
",856
857,"ケリカム（n）
",857
858,"もたらす（v）
",858
859,"先祖（n）
",859
860,"運ぶ、運ぶ（v）
",860
861,"ミーティング（n）
",861
862,"ドリル（軍事）（n）
",862
863,"練習、訓練、準備（v）
",863
864,"アドバイス（n）
",864
865,"助言（v）
",865
866,"実行、ジョグ（v）
",866
867,"つまらない、面白くない（v）
",867
868,"群衆（v）
",868
869,"ケバス（n）
",869
870,"頬（n）
",870
871,"銀河（n）
",871
872,"銀河の縁（n）
",872
873,"非難（v）
",873
874,"ショートカット（n）
",874
875,"会う（初めて）（v）
",875
876,"黒である（v）
",876
877,"キャンセル（v）
",877
878,"注意して集中する（v）
",878
879,"無視（v）
",879
880,"ヒット（手、拳、道具で）（v）
",880
881,"反乱（v）
",881
882,"膝（n）
",882
883,"署名（条約）（v）
",883
884,"パートナー（n）
",884
885,"ベルト（n）
",885
886,"ばか（n）
",886
887,"崖（n）
",887
888,"または、および/または（結合文）（conj）
",888
889,"記録（v）
",889
890,"逮捕（v）
",890
891,"ロボット（n）
",891
892,"スカベンジ（v）
",892
893,"家族（n）
",893
894,"くすぐる（v）
",894
895,"誕生日（n）
",895
896,"嘆願、請う（v）
",896
897,"珍しい（v）
",897
898,"誘n（v）
",898
899,"クルーズ（v）
",899
900,"フケ（n）
",900
901,"火事（n）
",901
902,"統治（v）
",902
903,"政府（n）
",903
904,"履歴（n）
",904
905,"oldる（v）
",905
906,"長老（n）
",906
907,"エルダーズカウンシル（n）
",907
908,"同時に起こる（v）
",908
909,"貪欲である（v）
",909
910,"椅子（n）
",910
911,"結晶（地層）（n）
",911
912,"激しい（v）
",912
913,"セラゲン（n）
",913
914,"乾燥している（v）
",914
915,"エラー、ミス（n）
",915
916,"エラー、間違え、間違えます（v）
",916
917,"ヘルプ、エイド（v）
",917
918,"スタンド（v）
",918
919,"保護（v）
",919
920,"仕事、機能、成功（v）
",920
921,"成功（n）
",921
922,"良くなる（v）
",922
923,"割れ目（n）
",923
924,"軍隊（n）
",924
925,"人気がある（v）
",925
926,"難しい（v）
",926
927,"最後、最後（v）
",927
928,"破壊（n）
",928
929,"転送（v）
",929
930,"吹き飛ばす（v）
",930
931,"動物のタイプ（n）
",931
932,"指輪（指用）（n）
",932
933,"科学（n）
",933
934,"科学官（n）
",934
935,"怒り（n）
",935
936,"怒って、怒って（v）
",936
